,Movie_Name,year,runtime,genre,Rating,director,stars,Votes
606,Thalaikoothal,2023,140,Drama,7.3,Jayaprakash Radhakrishnan,"['Vasundhara Kashyap', 'Kathir', 'Katha Nandi', 'Samuthirakani']",263
607,Warning 2,2023,247,Action,7.1,Amar Hundal,"['Gippy Grewal', 'Raj Singh Jhinjar', 'Raghveer Boli', 'Prince Kanwaljit Singh']",3368
608,King of Kotha,2023,120,Action,7.1,Abhilash Joshiy,"['Aishwarya Lekshmi', 'Tovino Thomas', 'Dulquer Salmaan', 'Dhruv Vikram']",3368
609,Thattassery Koottam,2022,121,Comedy,5.0,Anoop,"['Arjun Ashokan', 'Ganapathi', 'Vijayaraghavan', 'Siddique']",1000
610,Oh My Darling,2023,144,Romance,5.5,Alfred D' Samuel,"['Johny Antony', 'Melvin G. Babu', 'Dain Davis', 'Shaju K.S.']",865
611,Family,2023,111,Drama,7.6,Don Palathara,"['Vinay Forrt', 'Nilja K. Baby', 'Divya Prabha', 'Mathew Thomas']",10
612,Nenu Meeku Baga Kaavalsinavaadini,2022,130,Drama,5.3,Sridhar Gade,"['Kiran Abbavaram', 'Sanjana Anand', 'Sonu Thakur', 'Darbha Appaji Ambarisha']",1320
613,Django JD,2023,121,Romance,9.2,Hardeep Sachdev,"['Gauri Nalawade', 'Abhinav Sawant', 'Aaditya Ambre', 'Nikhil Rajeshirke']",13
614,Kudukku 2025,2022,124,Thriller,7.5,Bilahari,"['S.V. Krishna Shankar', 'Rammohan Ravindran', 'Shine Tom Chacko', 'Aju Varghese']",43
615,Shoot the Kuruvi,2023,120,Comedy,7.7,Mathivanan,"['Arjai', 'Suresh Chakravarthi', 'Aashiq Hussain', 'Gypsy Nawin']",48
616,Enkilum Chandrike,2023,126,Comedy,5.8,Adithyan Chadrashekar,"['Suraj Venjaramoodu', 'Basil Joseph', 'Saiju Kurup', 'Niranjana Anoop']",798
617,Nayika Devi: The Warrior Queen,2022,122,Biography,7.3,Nitin G.,"['Khushi Shah', 'Manoj Joshi', 'Chunky Pandey', 'Chirag Jani']",624
618,Gandharwa,2022,131,Action,7.0,Apsar,"['Sandeep Madhav', 'Gayathri Suresh', 'Sai Kumar', 'Krishna Murali Posani']",1872
619,Pendulum,2023,120,Thriller,7.1,Jithin S. Babu,"['Indrans', 'Anumol K. Manoharan', 'Ramesh Pisharody', 'Vijay Babu']",3368
620,Bai Ji Kuttange,2022,137,Action,6.8,Smeep Kang,"['Dev Kharoud', 'Gurpreet Ghuggi', 'Upasana Singh', 'Harnaaz Sandhu']",235
621,Abar Bibaho Obhijaan,2023,119,Comedy,2.3,Soumik Haldar,"['Anirban Bhattacharya', 'Saurav Das', 'Debabrata Dutta', 'Rudranil Ghosh']",272
622,Bhoothakaalam,2022,105,Drama,7.5,Rahul Sadasivan,"['Shane Nigam', 'Revathi', 'Saiju Kurup', 'Valsala Menon']",3525
623,Mother Teresa & Me,2022,120,Drama,5.4,Kamal Musale,"['Shobu Kapoor', 'Atul Sharma', 'Liza Sadovy', 'Bryan Lawrence']",37
624,Accident or conspiracy Godhra,2023,120,Crime,7.1,M.K. Shivaaksh,['M.K. Shivaaksh'],3368
625,Durgo Rahasya,2023,120,Drama,7.1,Birsa Dasgupta,"['Parambrata Chattopadhyay', 'Dev', 'Rukmini Maitra', 'Rudranil Ghosh']",3368
626,Raangi,2022,121,Action,4.8,M. Saravanan,"['Trisha Krishnan', 'Anaswara Rajan', 'Gowtham Sri Harsha', 'John Mahendran']",1043
627,Operation Fryday,2023,143,Action,4.0,Vishram Sawant,"['Randeep Hooda', 'Suniel Shetty', 'Nitu Chandra', 'Zakir Hussain']",202
628,Vedha,2022,156,Action,6.7,Harsha,"['Shivarajkumar', 'Ganavi Laxman', 'Veena Ponnappa', 'Umashree']",1435
629,Ghoda Dhai Kadam,2023,120,Action,6.7,Sagar S. Sharma,"['Raj Singh Jhinjar', 'Sippy Gill', 'Sara Gurpal', 'Arpita Madaan']",20
630,Saiyar Mori Re,2022,165,Romance,8.0,Vishal Vada Vala,"['Yukti Randeria', 'Mayur Chauhan', 'Mayur Soneji', 'Mehool Desai']",188
631,Dharani Mandala Madhyadolage,2022,120,Drama,5.1,Shridhar Shikaripura,"['Naveen Shankar', 'Aishani Shetty', 'Yash Shetty', 'Balarajwadi']",1111
632,Ayisha,2023,153,Comedy,8.3,Aamir Pallikkal,"['Manju Warrier', 'S.V. Krishna Shankar', 'Radhika', 'Shamsu']",2190
633,1921: Puzha Muthal Puzha Vare,2022,190,History,7.5,Ramasimhan,"['Thalaivasal Vijay', 'Joy Mathew', 'Agna Suresh', 'R.L.V. Ramakrishnan']",2384
634,Thugs of Ramaghada,2023,118,Crime,7.7,Karthik Maralabhavi,"['Chandan Raj', 'Ashwin Hassan', 'Mahalakshmi', 'Tiger Ganga']",1261
635,Mister Mummy,2022,97,Comedy,2.1,Shaad Ali,"['Riteish Deshmukh', ""Genelia D'Souza"", 'Manoj Anand', 'Mahesh Manjrekar']",836
636,Unstoppable,2023,110,Comedy,7.1,Diamond Ratna Babu,"['VJ Sunny', 'Sapthagiri', 'Aqsa Khan', 'Nakshatra']",3368
637,Pallimani,2023,91,Mystery,8.5,Anil Kumbazha,"['Nithya Das', 'Kailash', 'Shweta Menon', 'Dinesh Panicker']",129
638,Flashback,2022,120,Drama,7.1,Don Sandy,"['Regina Cassandra', 'Prabhu Deva', 'Uma Riyaz Khan', 'Ilavarasu']",3368
639,Dear Jassi,2023,120,Crime,7.1,Tarsem Singh,"['Pavia Sidhu', 'Yugam Sood', 'Gulshan Grover', 'Sukhwinder Chahal']",3368
640,Helen,2023,120,Thriller,7.1,Saurabh Choudhary,"['Saurabh Choudhary', 'Sunny Leone', 'Sagar Mahant']",3368
641,Khapakhap,2022,125,Comedy,6.1,Kaustubh Kulkarni,"['Jolly Bhatia', 'Madan Deodhar', 'Aishwarya Deokule', 'Hansraj Jagtap']",18
642,Nidarr,2023,120,Action,7.1,Mandeep Chaahal,"['Raghav Rishi', 'Kulnoor Brar', 'Mukesh Rishi', 'Vikramjeet Virk']",3368
643,Lagan,2022,138,Drama,9.7,Arjun Gujar,"['Apeksha Chalwade', 'Sujit Choure', 'Ramchandra Dhumal', 'Sanket Jagdale']",73
644,Keedam,2022,106,Crime,6.4,Rahul Riji Nair,"['Rajisha Vijayan', 'Sreenivasan', 'Vijay Babu', 'Manikandan']",540
645,Idiot,2022,126,Comedy,3.2,Rambhala,"['Shiva', 'Nikki Galrani', 'Akshara Gowda', 'Urvashi']",317
646,Bicycle Days,2023,90,Drama,8.5,Devyani Anant,"['Parv Agarwal', 'Nidhi Diwan', 'Mudit Gunhere', 'Mitul Gupte']",16
647,Agent Kannayiram,2022,145,Mystery,4.4,Manoj Beedha,"['Santhanam', 'Riya Suman', 'Munishkanth', 'Redin Kingsley']",283
648,Oruthee,2022,135,Drama,7.4,V.K. Prakash,"['Navya Nair', 'Vinayakan', 'Saiju Kurup', 'K.P.A.C. Lalitha']",1366
649,Vindhya Victim Verdict V3,2023,127,Drama,7.8,Amudhavanan P.,"['Esther Anil', 'Pavana Gowda', 'Aadukalam Naren', 'Ponmudi']",590
650,Babli Bouncer,2022,118,Comedy,6.7,Madhur Bhandarkar,"['Tamannaah Bhatia', 'Sahil Vaid', 'Karan Singh Chhabra', 'Abhishek Bajaj']",8879
651,Nani30,2023,120,Drama,7.1,Shouryuv,"['Shouryuv', 'Shruti Haasan', 'Mrunal Thakur', 'Nani']",3368
652,"Like, Share & Subscribe",2022,134,Action,5.2,Merlapaka Gandhi,"['Faria Abdullah', 'Brahmaji', 'Mime Gopi', 'Dayanand Reddy']",193
653,Mike,2022,108,Drama,5.8,Vishnu Sivaprasad,"['Anaswara Rajan', 'Ranjith Sajeev', 'Rohini', 'Vettukili Prakash']",1162
654,Poacher,2023,127,Drama,7.1,Richie Mehta,"['Nimisha Sajayan', 'Roshan Mathew', 'Dibyendu Bhattacharya', 'Renuka Purohit']",3368
655,Jaishree Krishh,2023,155,Drama,10.0,Hardeik Rathore,"['Shah Devarshi', 'Simran Natekar', 'Akash Trivedi', 'Prashant Barot']",21
656,1982 Anbarasin Kaadhal,2023,120,Romance,10.0,Ullas Shankar,"['Chandana Aravind', 'Sumathy Krishna', 'Ashik Merlin', 'Ullas Shankar']",132
657,Chaar Lugaai,2023,120,Mystery,8.9,Prakash Saini,"['Nidhi Uttam', 'Deepti Gautam', 'Manasi Jain', 'Brijendra Kala']",1583
658,Phas Gaye Yaaro,2022,120,Comedy,8.7,Yusuf Surti,"['Mast Ali', 'Aziz Naser', 'Alfaf Hyder', 'Nimesh Diliprai']",44
659,Oh My Dog,2022,121,Drama,6.5,Sarov Shanmugam,"['Aasha', 'Afzal', 'Aparna', 'Babu']",697
660,Untitled AMMA Project,2023,120,Crime,7.1,Vysakh,"['Fahadh Faasil', 'Tovino Thomas', 'Prithviraj Sukumaran', 'Mammootty']",3368
661,Nitham Oru Vaanam,2022,146,Drama,7.3,R. Karthik,"['Abhirami', 'Arjunan', 'Aparna Balamurali', 'Badava Gobi']",1618
662,Japan,2023,120,Action,7.1,Raju Murugan,"['Karthi', 'Sunil', 'Anu Emmanuel', 'Ashna Sudheer']",3368
663,Maamanithan,2022,122,Drama,6.4,Seenu Ramasamy,"['Seenu Ramasamy', 'Gayathrie', 'Vijay Sethupathi', 'Anikha Surendran']",678
664,Match Of Life,2022,137,Comedy,7.4,Aman Sagar,"['Rajpal Naurang Yadav', 'Sudha Chandran', 'Supriya Karnik', 'Anil Dhawan']",62
665,Congratulations,2023,132,Drama,6.0,Rehan Chaudhary,"['Sharman Joshi', 'Manasi Parekh', 'Jayesh Barbhaya', 'Ami Bhayani']",162
666,Phalana Abbayi Phalana Ammayi,2023,126,Drama,5.0,Srinivas Avasarala,"['Manoj Anand', 'Sammy Jonas Heaney', 'Jamie-Lee Beacher', 'Malvika Nair']",183
667,Dear Father,2022,137,Comedy,7.7,Umang Vyas,"['Paresh Rawal', 'Manasi Parekh', 'Chetan Dhanani', 'Kaushambi Bhatt']",781
668,Byomkesh Hatyamancha,2022,120,Drama,5.6,Arindam Sil,"['Abir Chatterjee', 'Paoli Dam', 'Arna Mukherjee', 'Suhotra Mukhopadhyay']",471
669,Jallikattu,2023,120,Drama,7.7,L.Rajkumar,"['Kishore Kumar G.', 'Bala Hasan', 'Onriyam Prabhu', 'Sheela Rajkumar']",8
670,Don,2022,165,Comedy,6.8,Cibi Chakravarthi,"['Sivakarthikeyan', 'Priyanka Arulmohan', 'S.J. Suryah', 'Samuthirakani']",10357
671,Naai Sekar Returns,2022,140,Comedy,4.2,Suraj,"['Aarthi', 'Anandraj', 'Redin Kingsley', 'Sivaangi Krishnakumar']",617
672,19 1 a,2022,108,Drama,5.0,Indhu V.S.,"['Nithya Menen', 'Vijay Sethupathi', 'Indrajith Sukumaran', 'Indrans']",593
673,Terrace 13B Case,2022,120,Crime,9.0,Prem,"['Prem', 'Prem']",42
674,Panni Kutty,2022,122,Drama,5.4,Anucharan Murugaiyan,"['Yogi Babu', 'Karunakaran', 'Dindigul.I. Leoni', 'Malini Sathappan']",147
675,Paggal,2022,120,Drama,8.7,Amit Bhadana,"['Vikas Bainsla', 'Amit Bhadana', 'Pooja Bhasin', 'Sahil Brown']",69
676,Vezham,2022,120,Drama,6.1,Sandeep Shyam,"['Mohan Agashe', 'Arya', 'Asmitha', 'Shanaaya Daphne']",414
677,Fakt Mahilao Maate,2022,137,Comedy,7.7,Jay Bodas,"['Yash Soni', 'Pratik Nanda', 'Amitabh Bachchan', 'Prashant Barot']",784
678,Tere Layi,2022,126,Romance,5.7,Amit Prasher,"['Sweetaj Brar', 'Harish Verma', 'Nirmal Rishi', 'Sukhwinder Raj']",37
679,Dongalunnaru Jagratta,2022,96,Thriller,5.2,Satish Tripura,"['Satish Tripura', 'Sri Simha Koduri', 'Samuthirakani', 'Murli Sharma']",246
680,Srirangapuram,2022,130,Action,8.8,M.S. Vasu,"['Vinayak Desai', 'Payel Mukherjee', 'Chindanuru Nagaraju', 'Swathi Naidu']",75
681,DJ Tillu,2022,121,Action,7.2,Vimal Krishna,"['Neha Shetty', 'Sidhu Jonnalagadda', 'Brahmaji', 'Pragathi']",3077
682,Prem Geet 3,2022,121,Action,7.6,Chhetan Gurung,"['Pradeep Khadka', 'Kristina Gurung', 'Shiva Shrestha', 'Sunil Thapa']",2623
683,Am I Next,2023,85,Crime,5.8,Rahhat Shah Kazmi,"['Anushka Sen', 'Neelu Dogra', 'Tariq Khan', 'Ahmer Haider']",339
684,Kodai,2023,136,Comedy,9.6,Raajaselvam,"['Karthick Singa', 'Anaya Lakshmi', 'Robo Shankar', 'M.S. Bhaskar']",76
685,Saade Aale,2022,94,Crime,9.1,Jatinder Mauhar,"['Guggu Gill', 'Pali Sandhu', 'Deep Sidhu', 'Sukhdeep Sukh']",70
686,Soyrik,2022,120,Drama,8.6,Makarand Mane,"['Akshay Avhad', 'Vinamra Babhal', 'Manasi Bhawalkar', 'Shankar Bhitade']",48
687,Kotthu,2022,155,Drama,6.5,Sibi Malayil,"['Asif Ali', 'Dhanya Ananya', 'Vijilesh Karayad', 'Suresh Krishna']",3342
688,Otru,2022,122,Drama,8.4,Mathivanan Sakthivel,"['Siva Arasakumar', 'Dilip', 'Marion Fernandez', 'Indira']",1226
689,Chaalbaaz in London,2022,120,Comedy,8.1,Pankaj Parashar,"['Pankaj Parashar', 'Shraddha Kapoor']",12
690,Kulasami,2023,120,Action,5.9,Saravananshakti,"['Tanya Hope', 'S.R. Jangid', 'Keerthana', 'Lavanya']",12
691,Valimai,2022,178,Action,6.1,H. Vinoth,"['Ajith Kumar', 'Huma Qureshi', 'Kartikeya Gummakonda', 'Gurbani']",20157
692,Ananya,2022,122,Drama,7.4,Pratap Phad,"['Hruta Durgule', 'Amey Wagh', 'Chetan Chitnis', 'Yogesh Soman']",278
693,Konda,2022,121,Action,8.2,Ram Gopal Varma,"['Parvathi M Arun', 'Giridhar Chandramouli', 'Abhilash Chaudhary', 'Dharani']",2066
694,Antaryatri Mahapurush (The Walking God),2022,150,Biography,9.5,Anil Kulchainiya,"['Krishna Bhatt', 'Gajendra Chauhan', 'Milind Gunaji', 'Vicky Hada']",358
695,Suvarna Sundari,2023,125,Drama,8.0,Surendra Madaarapu,"['Sakshi Chaudhary', 'Shamna Kasim', 'Jaya Prada', 'Avinash']",1038
696,Rabba Rabba Meeh Varsa,2022,85,Drama,6.8,Simranjit Singh Hundal,"['Rana Jung Bahadur', 'Gurpreet Bhangu', 'Harinder Bhullar', 'Anita Devgan']",25
697,Richiegadipelli,2023,114,Drama,9.9,K.S. Hemraj,"['Kishore Maarisetty', 'Naveen Neni', 'Praneeta Patnaik', 'Praveen Reddy']",1205
698,Pippa,2023,120,Action,7.1,Raja Menon,"['Ishaan Khattar', 'Mrunal Thakur', 'Priyanshu Painyuli', 'Inaamulhaq']",3368
699,Eesho,2022,107,Thriller,6.1,Nadirsha,"['Jayasurya', 'Jaffer Idukki', 'Namitha Pramod', 'Suresh Krishna']",1834
700,Gaon Ale Gotyat 15 Lakh Khatyat,2022,120,Comedy,9.6,Prashant Prakash Chandrikapure,"['Prakash Bhagwat', 'Priya Gamre', 'Rangrao Ghagre', 'Payal Hegde']",6
701,Hello,2023,120,Thriller,9.6,Neeraj Joshi,"['Darshan Pandya', 'Jayesh More', 'Nidhi Seth', 'Mazel Vyas']",34
702,Singapore Saloon,2023,120,Comedy,7.1,Gokul,"['Lokesh Kanagaraj', 'Sathyaraj', 'Jiiva', 'Lal']",3368
703,Happy Birthday,2022,154,Comedy,5.5,Ritesh Rana,"['Naresh Agastya', 'Vennela Kishore', 'Satya', 'Shoban']",487
704,Randu,2022,122,Comedy,5.8,Sujith Lal,"['Mamitha Baiju', 'Maala Parvathi', 'Lali P.M.', 'Reshma Rajan']",1308
705,Enjoy,2022,140,Romance,8.1,Perumal Kasi,"['Sai Dhanyaa', 'Madhan Kumar', 'Niranjana Neithiar', 'Vignesh']",557
706,Moha,2023,103,Drama,7.6,Santosh Sivan,"['Santosh Sivan', 'Jaaved Jaaferi', 'Shaylea K']",7
707,Hero,2022,132,Action,5.6,Sriram Adittya,"['Ashok Galla', 'Nidhhi Agerwal', 'Jagapathi Babu', 'V.K. Naresh']",2056
708,Vanangaan,2023,120,Drama,7.1,Bala,"['Bala', 'Mamitha Baiju', 'Arun Vijay', 'Roshni Prakash']",3368
709,Makal,2022,142,Drama,5.3,Sathyan Anthikad,"['Jayaram', 'Meera Jasmine', 'Devika Sanjay', 'Innocent Vareed Thekkethala']",1255
710,JGM (JanaGanaMana),2023,112,Action,7.1,Puri Jagannadh,"['Vijay Deverakonda', 'Pooja Hegde', 'Janhvi Kapoor', 'Nayan Rosh T M']",3368
711,Ranga Ranga Vaibhavanga,2022,122,Comedy,5.3,Gireesaaya,"['Mohammad Ali', 'Naveen Chandra', 'Shobhita Rana', 'Ketika Sharma']",875
712,Jahaan Chaar Yaar,2022,126,Comedy,3.5,Kamal Pandey,"['Swara Bhasker', 'Meher Vij', 'Shikha Talsania', 'Pooja Chopra']",8225
713,Chowka Bara,2023,94,Romance,8.9,Vikram Suri,"['Madhu Hegde', 'Seetha Kote', 'Damayanthi Nagaraj', 'Vihaan Prabhanjan']",795
714,Unfair & Lovely,2022,120,Romance,8.4,Balwinder Singh Janjua,"['Randeep Hooda', ""Ileana D'Cruz"", 'Naveen Jagbir Sandhu', 'Karan Kundrra']",13
715,Ullasam,2022,139,Comedy,4.6,Jeevan Jojo,"['Shane Nigam', 'Pavithra Lakshmi', 'Aju Varghese', 'Deepak Parambol']",312
716,Mini,2022,114,Drama,6.5,Mainak Bhaumik,"['Mainak Bhaumik', 'Kamalika Banerjee', 'Mimi Chakraborty', 'Saptarshi Maulik']",67
717,Aum Mangalam Singlem,2022,174,Romance,7.6,Saandeep Patel,"['Malhar Thakar', 'Aarohi Patel', 'Bhamini Oza', 'Tatsat Munshi']",178
718,Premadesam,2023,154,Comedy,8.3,Srikanth Siddham,"['Megha Akash', 'Madhoo', 'Vaishnavi Chaitanya', 'Amardeep Chowdary']",2550
719,Bagheera,2023,130,Drama,3.3,Adhik Ravichandran,"['Prabhu Deva', 'Amyra Dastur', 'Gopinath Ravi', 'Sakshi Agarwal']",354
720,Tehran,2022,120,Action,7.1,Arun Gopalan,"['John Abraham', 'Manushi Chhillar', 'Hadi Khanjanpour', 'Madhurima Tuli']",3368
721,Har Har Mahadev,2022,161,Action,7.4,Abhijeet Shirish Deshpande,"['Sharad Kelkar', 'Subodh Bhave', 'Nitish Chavan', 'Himanshu Jha']",2141
722,First Kapi,2023,120,Comedy,7.1,Gurlove Singh Ratol,"['Gurasis Singh Chadha', 'Sukhbeer Pal Kaur', 'Avisaar Rivini Kepila', 'Zafar Khan']",3368
723,Sadha Nannu Nadipe,2022,144,Comedy,6.4,Lanka Pratheek Prem Karan,"['Mohammad Ali', 'Lanka Pratheek Prem Karan', 'Nagendra Babu', 'Nassar']",2270
724,Bheemla Nayak,2022,130,Action,6.3,Saagar K Chandra,"['Pawan Kalyan', 'Rana Daggubati', 'Nithya Menen', 'Samyuktha Menon']",9688
725,Madanolsavam,2023,129,Comedy,7.1,Sudheesh Gopinath,"['Suraj Venjaramoodu', 'P.P. Kunhikrishnan', 'Babu Antony', 'Bhama Arun']",251
726,No Way Out,2022,97,Thriller,5.5,Nithin Devidas,"['Dharmajan Bolgatty', 'Basil Joseph', 'Raveena Nair', 'Ramesh Pisharody']",1038
727,Ardh,2022,84,Drama,7.6,Palash Muchal,"['Rajpal Naurang Yadav', 'Rubina Dilaik', 'Hiten Tejwani', 'Swastik Tiwari']",3703
728,Family Man in America,2023,90,Drama,6.7,Ashoka Chakravarthy,"['Gurpreet Singh', 'Sofia Pellegrino', 'Anand Tripathi', 'Thomas Leahy Jr.']",33
729,Maaran,2022,130,Action,4.4,Karthick Naren,"['Dhanush', 'Malavika Mohanan', 'Samuthirakani', 'Smruthi Venkat']",2563
730,Ho Ja Mukt,2023,142,Drama,9.0,Sumeet Nagdev,"['Shibani Bedi', 'Asif Ali Beg', 'Krishna Chaturvedi', 'Sasha Goradia']",79
731,Love You Too,2022,155,Drama,7.4,Yogee Qumaar,"['Aata Sandeep', 'Prachi Thaker', 'Jyothi Raj Sandeep', 'Abhay Bethiganti']",2019
732,Spirit,2022,120,Drama,7.1,Sandeep Reddy Vanga,"['Sandeep Reddy Vanga', 'Prabhas']",3368
733,Aparajito,2022,138,Drama,8.8,Anik Datta,"['Jeetu Kamal', 'Saayoni Ghosh', 'Debashis Roy', 'Paran Banerjee']",5231
734,Abar Bochhor Koori Pore,2022,120,Drama,8.6,Srimanta Senguptta,"['Tanika Basu', 'Tanushree Chakraborty', 'Abir Chatterjee', 'Arpita Chatterjee']",137
735,Bhuvana Vijayam,2023,120,Comedy,7.6,Yalamanda Charan,"['Anant', 'Harsha Chemudu', 'Soniya Chowdary', 'Dhanraj']",467
736,Oh Meri Laila,2022,147,Comedy,5.2,Abhishek K.S.,"['Athira Suresh', 'Sona Olickal', 'Antony Varghese', 'Nandana Rajan']",621
737,Haryana,2022,120,Comedy,7.0,Sandeep Baswana,"['Yash Tonk', 'Ashlesha Sawant', 'Robbie Marih', 'Monica Sharma']",173
738,Kaberi Antardhan,2023,140,Drama,6.0,Kaushik Ganguly,"['Prasenjit Chatterjee', 'Kaushik Sen', 'Churni Ganguly', 'Kaushik Ganguly']",118
739,Raaghu,2023,120,Action,9.5,M Anand Raj,"['M Anand Raj', 'Vijay Raghavendra']",41
740,First Day First Show,2022,119,Comedy,4.8,Vamshidhar Goud,"['Mahesh Achanta', 'Kundan Alexzed', 'Sanchita Basu', 'Tanikella Bharani']",331
741,Diary,2022,133,Crime,7.3,Innasi Pandiyan,"['Arulnithi', 'Nakkalites Dhanam', 'Kishore Kumar G.', 'Jayalakshmi']",2181
742,Connect,2022,99,Thriller,5.4,Ashwin Saravanan,"['Nayanthara', 'Sathyaraj', 'Anupam Kher', 'Vinay Rai']",861
743,Sarsenapati Hambirrao,2022,158,Action,8.9,Pravin Tarde,"['Sunil Abhyankar', 'Raqesh Bapat', 'Devendra Gaikwad', 'Amit Jadhav']",2751
744,T,2023,95,Biography,9.4,Jitesh Kumar Parida,"['Ranbeeir Kalsi', 'Usasi Misra', 'Prasanjeet Mohapatra', 'Hara Rath']",20
745,Who Am I,2023,119,Drama,9.0,Shireesh Khemariya,"['Gaurav Kamble', 'Rishika Chandani', 'Mayank Jadhav', 'Subeer Kasali']",28
746,Ghore Pherar Gaan,2023,140,Romance,8.8,Aritra Sen,"['Gourab Chatterjee', 'Parambrata Chattopadhyay', 'Chaitali Dasgupta', 'Anusuya Majumdar']",24
747,Bera: Ek Aghori,2023,125,Horror,8.8,Prem Dhiraal,"['Kiran Butle', 'Jess Deza', 'Ravi Dhakate', 'Prem Dhiraal']",31
748,Siren,2023,130,Crime,8.9,Raja Venkiya,"['Praveer Shetty', 'Lasya Ponnu Ash', 'Achyuth Kumar', 'Pavitra Lokesh']",23
749,Kaathu Vaakula Rendu Kaadhal,2022,157,Comedy,5.5,Vignesh Shivan,"['Vijay Sethupathi', 'Nayanthara', 'Samantha Ruth Prabhu', 'Prabhu']",3524
750,Padavi Poorva,2022,131,Drama,8.0,Hariprasad Jayanna,"['Prithvi Shamanur', 'Anjali Anish', 'Yasha Shivakumar', 'Shri Mahadev']",283
751,Meppadiyan,2022,124,Drama,7.2,Vishnu Mohan,"['Unni Mukundan', 'Kottayam Ramesh', 'Saiju Kurup', 'Aju Varghese']",4300
752,Hoon Tari Heer,2022,148,Drama,7.6,Dhwani Gautam,"['Mansi Bhadiyadra', 'Bharat Chawda', 'Sonali Lele Desai', 'Dhwani Gautam']",34
753,Haya,2022,151,Drama,9.2,Vasudevan Sanal,"['Guru Somasundaram', 'Johny Antony', 'Bharath K.', 'Akshaya']",290
754,Kokka,2022,131,Drama,7.9,Santosh Thite,"['Neeru Bajwa', 'Gurpreet Bhangu', 'Gurnam Bhullar', 'Nirmal Ghuman']",101
755,Aalankam,2023,110,Action,7.5,Shani Khader,"['Lukman Avaran', 'Jaffer Idukki', 'Sharanya R. Nair', 'Gokulan']",17
756,Memories,2023,120,Thriller,6.6,Syam Praveen,"['Vetri', 'Parvathy Arun', 'Dayyana Hameed', 'Vipin Krishnan']",111
757,Raavana Kottam,2023,122,Action,8.5,Vikram Sugumaran,"['Shanthnu Bhagyaraj', 'Anandhi', 'Prabhu', 'Aruldoss']",62
758,Macherla Niyojakavargam,2022,159,Action,4.5,S.R. Shekhar,"['Nithiin', 'Krithi Shetty', 'Catherine Tresa', 'Samuthirakani']",1340
759,12th Man,2022,163,Drama,6.9,Jeethu Joseph,"['Mohanlal', 'Shivada Nair', 'Chandhunadh', 'Priyanka Nair']",4264
760,Udeekan Teriyan,2023,137,Drama,8.3,Raj Sinha,"['Jaswinder Bhalla', 'Amar Noorie', 'Vindu Dara Singh', 'Seema Kaushal']",22
761,Raj Sounds and Lights,2022,150,Action,6.8,Rahul Amin,"['Yasha Shivakumar', 'Vineeth Vj', 'Aravind Bolar', 'Naveen D. Padil']",150
762,Habji Gabji,2022,127,Drama,7.3,Raj Chakraborty,"['Parambrata Chattopadhyay', 'Subhasree Ganguly', 'Samontak Dyuti Maitra', 'Padmanabha Dasgupta']",1545
763,1922 Pratikaar Chauri Chaura,2023,135,History,7.1,Abhik Bhanu,"['Ravi Kishan', 'Paarth Mishra', 'Anil Nagrath', 'Madhur Kumar']",3368
764,Maha,2022,171,Crime,3.0,U.R.Jameel,"['Silambarasan Rajendar', 'Hansika Motwani', 'U.R.Jameel', 'Khalid Abu']",318
765,Sammathame,2022,130,Romance,5.6,Gopinath Reddy,"['Gopinath Reddy', 'Kiran Abbavaram', 'Chandini Chowdary']",594
766,Jallikattu,2022,120,Action,7.1,Alwyn Francis,"['Hithesh Jadav', 'Prabhu Surya', 'Shilpa', 'Sulaksha Kaira']",3368
767,Kaipola,2023,126,Drama,9.3,K G Shyju,"['Anju Krishna Asok', 'Babitha Basheer', 'Jayaraj Calicut', 'James Eliya']",116
768,Guru Sishyaru,2022,161,Drama,7.9,Jadesh Kumar Hampi,"['Jadesh Kumar Hampi', 'Suresh Heblikar', 'Nishvika Naidu', 'Sharan']",712
769,Ferrous,2022,140,Crime,6.7,Shaurya Singh,"['Uday Atrolia', 'Zakir Hussain', 'Pankaj Jha', 'Bikramjeet Kanwarpal']",24
770,Momo - The game of death,2023,99,Thriller,8.7,Rahul Saha,"['Joy Badlani', 'Mriyanka Banerjee', 'Surijit Banerjee', 'Dipannita Basak']",6
771,Adrushya,2022,120,Thriller,8.6,Kabir Lal,"['Manjari Fadnnis', 'Pushkar Jog', 'Anant Jog', 'Ajay Kumar Singh']",21
772,Neeraja,2023,122,Drama,9.7,Rajesh K. Raman,"['Shruti Ramachandran', 'Guru Somasundaram', 'Abhija Sivakala', 'Sminu Sijo']",105
773,Saroj Ka Rishta,2022,122,Comedy,5.0,Abhishek Saxena,"['Syed Arsalan', 'Kritikka Avasthi', 'Mukesh Bhatt', 'Priyanka Bhole']",760
774,Meru Gaun,2022,129,Comedy,9.4,Anuj Joshi,"['Rakesh Gaur', 'Geeta Uniyal', 'Rudransh Uniyal', 'Nisha Bhandari']",52
775,Nindu Chandamama,2023,120,Family,9.7,Ganesh Srivastav,"['Palak Gangele', 'Satish Saripalli', 'Priya Sreenivas', 'Ganesh Srivastav']",14
776,Swathi Muthyam,2022,122,Comedy,6.6,Lakshman K Krishna,"['Bellamkonda Ganesh Babu', 'Varsha Bollamma', 'Harshavardhan', 'Vennela Kishore']",553
