,Movie_Name,year,runtime,genre,Rating,director,stars,Votes
437,Taxi,2023,124,Action,9.1,Harish Sajja,"['Surinder Singh Bedi', 'Sammeta Gandhi', 'Saddam Hussain', 'Sowmya Menon']",1515
438,Prakashan Parakkatte,2022,133,Comedy,6.1,Shahad Nilambur,"['Dileesh Pothan', 'Mathew Thomas', 'Dhyan Sreenivasan', 'Aju Varghese']",914
439,Padavettu,2022,145,Action,7.0,Liju Krishna,"['Nivin Pauly', 'Aditi Balan', 'Shammi Thilakan', 'Shine Tom Chacko']",2906
440,InCar,2023,120,Drama,8.0,Harsh Warrdhan,"['Sandeep Goyat', 'Manish Jhanjholia', 'Gyan Prakash', 'Samsher Singh Sam']",93
441,Bazooka,2022,120,Action,7.1,Deeno Dennis,"['Mammootty', 'Shine Tom Chacko', 'Gautham Vasudev Menon', 'V.K. Prakash']",3368
442,Yug Purush Sadguru Sai Teoonram,2023,120,Drama,9.6,Gopal Raghani,"['Sonu Vishnani', 'Ratan Rangwani', 'Raj Sukhwani', 'Jetho Bhardwaj']",12
443,Antakshari,2022,121,Thriller,6.6,Vipin Das,"['Saiju Kurup', 'Sudhi Koppa', 'Ishita Singh', 'Priyanka Nair']",1367
444,Kaliyuga Bhagavan,2023,112,Drama,7.8,Korukonda Gopi Krishna,"['P. Penta Rao', 'Pavani', 'Shyam Dheeraj', 'I. Bramhananda Reddy']",112
445,Drishyam 3,2022,120,Family,7.1,Jeethu Joseph,"['Mohanlal', 'Meena', 'Ansiba', 'Esther Anil']",3368
446,The Great Indian Kitchen,2023,100,Drama,5.6,R. Kannan,"['Yogi Babu', 'Kalairani', 'Poster Nandakumar', 'Mekha Rajan']",384
447,Kochaal,2022,147,Comedy,6.7,Shyam Mohan,"['S.V. Krishna Shankar', 'Murali Gopy', 'Shine Tom Chacko', 'Indrans']",302
448,The Eken,2022,132,Comedy,6.5,Joydeep Mukherjee,"['Anirban Chakrabarti', 'Debashree Chakrobarty', 'Anujoy Chattopadhyay', 'Kaushik Chattopadhyay']",470
449,Fire of Love: RED,2023,130,Thriller,7.1,Ashok Tyagi,"['Bharat Dabholkar', 'Krishna Abhishek', 'Shantanu Bhamare', 'Payal Ghosh']",3368
450,Sari,2023,128,Drama,8.0,K.S. Ashoka,"['Ajinkya Raut', 'Ritika Shrotri', 'Pruthvee Ambaar', 'Ravandur Chandan']",115
451,Junglemahal: The Awakening,2023,143,Horror,6.0,Arunava Chowdhury,"['Masoomeh Ab', 'Aditya Baliyan', 'Farhad Khairy', 'Suraiya Parvin']",232
452,Oru Thekkan Thallu Case,2022,152,Action,6.5,Sreejith N.,"['Biju Menon', 'Padmapriya', 'Roshan Mathew', 'Nimisha Sajayan']",1294
453,Mishan Impossible,2022,134,Action,6.5,Swaroop Rsj,"['Jay Chandra', 'Johnson D M', 'Jayateertha', 'Viswanath Mandalika']",941
454,Dhamaka,2022,144,Action,6.4,Trinadha Rao Nakkina,"['Ravi Teja', 'Sreeleela', 'Jayaram', 'Sachin Khedekar']",4934
455,Janaki Jaane,2023,124,Drama,8.8,Aneesh Upasana,"['Anarkali Marikar', 'Johny Antony', 'Pramod Velliyanad', 'Sminu Sijo']",138
456,Maa,2022,137,Drama,7.3,Baljit Singh Deo,"['Divya Dutta', 'Gippy Grewal', 'Babbal Rai', 'Aarushi Sharma']",195
457,Mr. Pregnant,2023,120,Action,7.1,Srinivas Vinjanampati,"['Suhasini', 'Syed Sohel Ryan', 'Brahmaji', 'Ramesh Konambhotla']",3368
458,Dear Friend,2022,118,Comedy,5.9,Vineeth Kumar,"['Tovino Thomas', 'Darshana Rajendran', 'Arjun Lal', 'Basil Joseph']",1045
459,Ayngaran,2022,137,Action,6.1,Ravi Arasu,"['Aruldoss', 'G.V. Prakash Kumar', 'G. Marimuthu', 'George Maryan']",540
460,Priyan Ottathilanu,2022,140,Comedy,6.9,Antony Sony,"['Sharafudheen', 'Nyla Usha', 'Aparna Das', 'Biju Sopanam']",929
461,Evil,2022,120,Horror,8.7,Jagan Aloysius,"['Vijay Akash', 'Jeeva', 'Lavika', 'Nithya Raj']",10
462,Veekam,2022,120,Crime,3.2,Sagar,"['Dhyan Sreenivasan', 'Sheelu Abraham', 'Jagadish', 'Aju Varghese']",267
463,Chal Hat Kono Dekh Lihi,2022,120,Drama,8.9,Satish Jain,"['Anikriti Chauhan', 'Nisha Lakra', 'Dilesh Sahu', 'Alisha Tigga']",19
464,Jersey Number 10,2023,142,Drama,9.8,Adyah Thimmaiah,"['Thriller Manju', 'Adyah Thimmaiah', 'Dattanna', 'H.G. Dattatreya']",82
465,Sila Nerangalil Sila Manidhargal,2022,139,Drama,8.0,Vishal Venkat,"['Ashok Selvan', 'Bhanupriya', 'Abi Hassan', 'Manikandan K.']",913
466,Youth Festival,2023,120,Drama,9.5,Daljinder Basran,"['Surmeet Basra', 'Daljinder Basran', 'Santosh Basran', 'Surinder Bath']",769
467,Theerppu,2022,156,Drama,5.6,Rathish Ambat,"['Prithviraj Sukumaran', 'Indrajith Sukumaran', 'Saiju Kurup', 'Vijay Babu']",907
468,The Hope,2022,120,Drama,9.3,Joy Kallukaran,"['Gabri Jose', 'Lena', 'Srikant Murali', 'Raghavan']",22
469,Monsoon Raaga,2022,135,Drama,7.3,S. Ravindranath,"['Achyuth Kumar', 'Yasha Shivakumar', 'Suhasini', 'Dhananjaya']",273
470,Cobra,2022,183,Action,5.8,R. Ajay Gnanamuthu,"['Vikram', 'Irfan Pathan', 'Srinidhi Shetty', 'K.S. Ravikumar']",9415
471,FIR,2022,156,Action,6.9,Manu Anand,"['Vishnu Vishal', 'Manjima Mohan', 'Gautham Vasudev Menon', 'Reba Monica John']",4501
472,Wonder Women,2022,120,Drama,5.2,Anjali Menon,"['Nadia Moidu', 'Nithya Menen', 'Parvathy Thiruvothu', 'Padmapriya']",393
473,Butterfly,2022,107,Mystery,4.5,Ghanta Sathish Babu,"['Ghanta Sathish Babu', 'Bhoomika Chawla', 'Nihal Kodhaty', 'Anupama Parameswaran']",455
474,BFH (Boyfriend for Hire),2022,122,Comedy,5.3,Kambhampati Santosh,"['Viswant Duddumpudi', 'Malavika Satheesan', 'Pooja Ramachandran', 'Harshavardhan']",1091
475,Bimbisara,2022,146,Action,6.8,Mallidi Vasishta,"['Nandamuri Kalyan Ram', 'Samyuktha Menon', 'Catherine Tresa', 'Srinivasa Reddy']",7828
476,Pathaam Valavu,2022,122,Crime,6.2,M. Padmakumar,"['Binu Adimali', 'Nisthar Ahmed', 'Ajmal Ameer', 'Idavela Babu']",1076
477,Tu Hovein Main Hovan,2023,113,Drama,9.2,Vakil Singh,"['Sajjan Adeeb', 'Delbar Arya', 'Dinesh Arya', 'Darshan Aulakh']",74
478,Selfie,2022,128,Crime,6.3,Mathi Maran,"['Varsha Bollamma', 'Chandrasekhar', 'Amirtham Gunanidhi', 'G.V. Prakash Kumar']",502
479,O Kala,2023,120,Romance,5.9,Deepak Kolipaka,"['Keshavdeepak Ballari', 'Roshni Sahota', 'Santhosh Singuru', 'Gourish Yeleti']",107
480,Narai Ezhuthum Suyasaritham,2022,82,Drama,8.5,Manikandan K.,"['Manikandan K.', 'Delhi Ganesh', 'Manikandan K.', 'Mirchi Vijay']",92
481,The Intern,2022,120,Comedy,7.1,Amit Ravindernath Sharma,"['Amit Ravindernath Sharma', 'Deepika Padukone', 'Amitabh Bachchan']",3368
482,Jatt Brothers,2022,135,Comedy,7.1,Manav Shah,"['Sanjeev Attri', 'Mahabir Bhullar', 'Anita Devgan', 'Nikeet Dhillon']",1053
483,Sanaa,2022,119,Drama,7.6,Sudhanshu Saria,"['Radhika Madan', 'Sohum Shah', 'Shikha Talsania', 'Pooja Bhatt']",19
484,Delivery Boy,2023,120,Drama,8.3,Ashwin Tripathy,"['Sailendra Samantaray', 'Saroj Das', 'Suryamayee Mahapatra', 'Priyambada Swain']",124
485,Khali Purse of Billionaires,2023,123,Comedy,2.8,Maxwell Jose,"['Dhyan Sreenivasan', 'Aju Varghese', 'Tanvi Ram', 'Sarayu Mohan']",94
486,Bro Daddy,2022,159,Comedy,7.0,Prithviraj Sukumaran,"['Mohanlal', 'Prithviraj Sukumaran', 'Lalu Alex', 'Kalyani Priyadarshan']",6563
487,Mandala: The UFO Incident,2023,120,Drama,6.8,Ajay Sarpeshkar,"['Neenasam Ashwath', 'Prakash Belawadi', 'Sudha Belawadi', 'Dimpy Fadhya']",23
488,Holy Cow,2022,120,Comedy,6.4,Sai Kabir,"['Nawazuddin Siddiqui', 'Sanjay Mishra', 'Tigmanshu Dhulia', 'Sadiya Siddiqui']",120
489,Krishna Vrinda Vihari,2022,139,Comedy,5.8,Aneesh Krishna,"['Naga Shaurya', 'Shirley Setia', 'Amitash Pradhan', 'Rahul Ramakrishna']",2357
490,Babe Bhangra Paunde Ne,2022,145,Comedy,6.6,Amarjit Singh Saron,"['Sohail Ahmed', 'Abdullah Muhammad', 'Gurpreet Bhangu', 'Devinder Dillon']",754
491,Hey Sinamika,2022,150,Drama,6.2,Brinda Master,"['Dulquer Salmaan', 'Aditi Rao Hydari', 'Kajal Aggarwal', 'Yogi Babu']",4072
492,Jack N Jill,2022,125,Comedy,1.5,Santosh Sivan,"['Manju Warrier', 'Kalidas Jayaram', 'Indrans', 'Soubin Shahir']",1030
493,Neetho,2022,130,Drama,7.9,Balu Sharma,"['Aberaam Varma', 'Saathvika Raj', 'Rajeev Kanakala', 'Pavitra Lokesh']",2106
494,Kaatteri,2022,121,Adventure,4.3,Deekay,"['Aathmika', 'Sonam Bajwa', 'Mime Gopi', 'Karunakaran']",416
495,Emergency,2023,120,Drama,7.1,Kangana Ranaut,"['Anupam Kher', 'Kangana Ranaut', 'Bhoomika Chawla', 'Satish Kaushik']",3368
496,O2,2022,140,Thriller,5.8,G.S. Viknesh,"['Rithvik Jothi Raj', 'Nayanthara', 'Barath Neelakantan', 'Rishikanth']",2346
497,Vanitha,2023,110,Drama,9.1,Rahim Khader,"['Kalabhavan Haneef', 'Salim Kumar', 'Lena', 'Seema G. Nair']",179
498,Aagantuk,2023,103,Comedy,5.0,Naiteek Ravval,"['Utsav Naik', 'Hiten Kumar', 'Netri Trivedi', 'Sonali Lele Desai']",110
499,Pakka Commercial,2022,152,Action,4.2,Maruthi Dasari,"['Gopichand', 'Raashi Khanna', 'Sathyaraj', 'Rao Ramesh']",878
500,Kahani Rubberband Ki,2022,120,Comedy,5.8,Sarika Sanjot,"['Manish Raisinghan', 'Avika Gor', 'Pratik Gandhi', 'Gaurav Gera']",1096
501,Vishwak,2022,159,Action,7.1,Venu Mulkala,"['Venu Mulkala', 'Ajay Kumar Kathurvar', 'Darbha Appaji Ambarisha', 'Likith Chennamaneni']",1330
502,Etharkkum Thunindhavan,2022,151,Action,6.5,Pandiraj,"['Suriya', 'Priyanka Arulmohan', 'Sathyaraj', 'Saranya Ponvannan']",13124
503,Galwakdi,2022,130,Comedy,6.2,Sharan Art,"['Tarsem Jassar', 'Wamiqa Gabbi', 'B.N. Sharma', 'Raghveer Boli']",1104
504,Judaa Hoke Bhi,2022,121,Horror,5.7,Vikram Bhatt,"['Akshay Oberoi', 'Aindrita Ray', 'Rushad Rana', 'Meherzan Mazda']",1729
505,Gurthunda Seethakalam,2022,141,Drama,6.2,Nagashekar,"['Megha Akash', 'Chinna Babu', 'Tamannaah Bhatia', 'Ramesh Bhuvanagiri']",372
506,The Blue Rose,2022,120,Drama,7.1,George Baron,"['Danielle Bisutti', 'Ray Wise', 'Logan Miller', 'Olivia Scott Welch']",3368
507,Subhedar,2023,120,History,7.1,Digpal Lanjekar,"['Digpal Lanjekar', 'Smita Shewale', 'Sameer Dharmadhikari', 'Ajay Purkar']",3368
508,Lovefully Yours Veda,2023,120,Drama,8.4,Pragesh P. Sukumaran,"['Vijayakrishnan A.B.', 'Sreenath Bhasi', 'Franco Francis', 'Sarath Kumar']",33
509,18 Pages,2022,135,Romance,7.0,Palnati Surya Pratap,"['Nikhil Siddharth', 'Anupama Parameswaran', 'Raj Tirandasu', 'DJ Express']",2512
510,Lal Salaam,2023,120,Drama,7.1,Aishwarya Dhanush,"['Rajinikanth', 'Vishnu Vishal', 'Vikranth', 'Kapil Dev']",3368
511,Projapati,2022,142,Drama,7.5,Avijit Sen,"['Dev', 'Mithun Chakraborty', 'Koneenica Banerjee', 'Biswanath Basu']",982
512,The Devotion of Suspect X,2023,120,Thriller,7.1,Sujoy Ghosh,"['Kareena Kapoor', 'Jaideep Ahlawat', 'Vijay Varma', 'Lin Laishram']",3368
513,Untitled Soorarai Pottru remake,2023,120,Action,7.1,Sudha Kongara,"['Akshay Kumar', 'Radhika Madan', 'Paresh Rawal', 'R. Sarathkumar']",3368
514,My Name Is Azhakan,2022,130,Comedy,5.7,B.C. Noufal,"['Binu Thrikkakkara', 'Jaffer Idukki', 'Johny Antony', 'Sudhi Koppa']",147
515,Little Miss Rawther,2023,120,Comedy,7.1,Vishnu Dev,"['Vishnu Dev', 'Gouri Kishan', 'Shersha Sherief']",3368
516,Writer Padmabhushan,2023,123,Comedy,7.8,Shanmukha Prasanth,"['Suhas', 'Tina Shilparaj', 'Gowri Priya', 'Rohini']",5239
517,Gorkha,2022,120,Action,7.3,Sanjay Puran Singh Chauhan,"['Sanjay Puran Singh Chauhan', 'Akshay Kumar', 'Parth Siddhpura', 'Abhishek Chouksey']",13
518,Sindhooram,2023,136,Drama,7.4,Shyam Tummalapalli,"['Chakrapani Ananda', 'Asha', 'Siva Balaji', 'Keshavdeepak Ballari']",1599
519,Kalagathalaivan,2022,141,Action,6.7,Magizh Thirumeni,"['Nidhhi Agerwal', 'Arav', 'Kalaiyarasan', 'Anupama Kumar']",1219
520,Dsp,2022,144,Action,3.4,Ponram,"['Pugazh', 'Vijay Sethupathi', 'Singampuli', 'Anukreethy Vas']",913
521,Gowli,2023,142,Action,7.9,Soora,"['Gopalkrishna Deshpande', 'Guru Deshpande', 'Govinde Gowda', 'Pavana Gowda']",139
522,Driver Jamuna,2022,104,Crime,5.7,Kinslin,"['Karthik M Somasundaram', 'Aadukalam Naren', 'Aishwarya Rajesh', 'Sriranjani']",840
523,181,2022,120,Horror,7.6,Mohamad Issack,"['Gemini Ryker', 'Reena Krishnan', 'Vijay Chanduru', 'Adharsh']",139
524,Gaalipata 2,2022,151,Comedy,6.2,Yograj Bhat,"['Ganesh', 'Diganth', 'Pawan Kumar', 'Pratheek Reddy']",1470
525,Natchathiram Nagargirathu,2022,170,Drama,6.9,Pa. Ranjith,"['Kalaiarasan Harikrishnan', 'Kalidas Jayaram', 'Kalaiyarasan', 'Subatra Robert']",1601
526,Naai Sekar,2022,131,Comedy,4.8,Kishore Rajkumar,"['K. Bujji Babu', 'Kpy Bala', 'Hitesh S. Bharadwaaj', 'Sunita Gogoi']",502
527,Rudrangi,2023,120,Action,7.1,Ajay Samrat,"['Jagapathi Babu', 'Divya', 'Ashish Gandhi', 'Prabhakar Kalakeya']",3368
528,Pattampoochi,2022,134,Thriller,4.9,Badri,"['Imman Annachi', 'Sundar C.', 'Jai', 'Manasvi']",284
529,Prapti (Receipt),2022,97,Drama,9.6,Anuraag Pati,"['Ananya Pal Bhattacharjee', 'Samadarshi Dutta', 'Debdut Ghosh', 'Pratyusha Roslin']",19
530,Sleeping with The Enemy,2023,90,Crime,7.1,Dhananjay Galani,"['Nataliya Kozhenova', 'Vinod Kumar', 'Feroz Pathan', 'Sejal Shah']",3368
531,Kulche Chole,2022,126,Comedy,8.7,Simranjit Singh Hundal,"['Simranjit Singh Hundal', 'Dilraj Grewal', 'Jannat Zubair Rahmani', 'Jaswant Singh Rathore']",351
532,Salmon 3D,2023,142,Romance,7.1,Shalil Kallur,"['Vijay Yesudas', 'Jonita Doda', 'Rajeev Pillai', 'Dhruvanth']",3368
533,Love 360,2022,120,Romance,6.6,Shashank,"['Sajjad Dolati', 'Rachana Inder', 'Praveen', 'Hari Samasti']",307
534,Maujaan Hi Maujaan,2023,120,Comedy,7.1,Smeep Kang,"['Gippy Grewal', 'Binnu Dhillon', 'Karamjit Anmol', 'Tanu Grewal']",3368
535,Bomma Blockbuster,2022,123,Action,8.2,Raj Virat,"['Rashmi Gautam', 'Kireeti', 'Nandu Vijay Krishna', 'Raghu Kunche']",2024
536,Khiladi,2022,154,Action,5.2,Ramesh Varma,"['Ravi Teja', 'Arjun Sarja', 'Unni Mukundan', 'Meenakshii Chaudhary']",3707
537,22 Chamkila Forever,2022,120,Biography,9.0,Deepa Rai,"['Deepa Rai', 'Yuvleen Kaur', 'Poonam Sood', 'Surinder Shinda']",17
538,X = Prem,2022,116,Drama,6.7,Srijit Mukherji,"['Richard Bhakti Klein', 'Madhurima Basak', 'Soumendra Bhattacharya', 'Arjun Chakraborty']",476
539,Nigah Marda Ayi Ve,2023,123,Drama,7.0,Rupinder Inderjit,"['Adi Chugh', 'Amrit Amby', 'Nisha Bano', 'Gurnam Bhullar']",54
540,Lakadbaggha,2023,129,Action,6.4,Victor Mukherjee,"['Anshuman Jha', 'Riddhi Dogra', 'Paresh Pahuja', 'Milind Soman']",1048
541,Baipan Bhari Deva,2023,120,Drama,7.1,Kedar Shinde,"['Rohini Hattangadi', 'Tushar Dalvi', 'Sukanya Kulkarni', 'Suchitra Bandekar']",3368
542,Ji Wife Ji,2023,122,Comedy,6.2,Avtar Singh,"['Roshan Prince', 'Sakshi Magoo', 'Deepika Aggarwal', 'Karamjit Anmol']",351
543,Timepass 3,2022,122,Romance,5.7,Ravi Jadhav,"['Priya Bapat', 'Sameer Chowgule', 'Hruta Durgule', 'Bhau Kadam']",388
544,Ariyippu,2022,107,Drama,6.5,Mahesh Narayanan,"['Kunchacko Boban', 'Loveleen Mishra', 'Faisal Malik', 'Sidharth Bhardwaj']",4740
545,Nenu Student Sir!,2023,122,Action,7.8,Rakesh Uppalapati,"['Bellamkonda Ganesh Babu', 'Avantika Dasani', 'Samuthirakani', 'Gemini Suresh']",23
546,Abbar Kanchanjangha,2022,120,Drama,6.2,Raajhorshee De,"['Rupankar Bagchi', 'Rahul Banerjee', 'Gaurav Chakrabarty', 'Bidipta Chakraborty']",27
547,Bholaa Shankar,2023,120,Action,7.1,Meher Ramesh,"['Tamannaah Bhatia', 'Keerthy Suresh', 'Raghu Babu', 'Murli Sharma']",3368
548,Kaapa,2022,136,Action,6.0,Shaji Kailas,"['Prithviraj Sukumaran', 'Asif Ali', 'Anna Ben', 'Dileesh Pothan']",6258
549,B&W,2023,120,Mystery,8.1,Surya Prakash,"['Hebah Patel', 'Surya Srinivas', 'Lahari Shari', 'Naveen Neni']",1812
550,Vijayanand,2022,159,Biography,8.4,Rishika Sharma,"['Nihal Rajput', 'Prakash Belawadi', 'Bharat Bopanna', 'Archana Kottige']",834
551,Abhilasha,2023,133,Action,9.7,Siva Prasad Chaluvadi,"['Darbha Appaji Ambarisha', 'Amardeep Chowdary', 'Prabhakar', 'Kumanan Sethuraman']",47
552,Kishmish,2022,141,Comedy,6.6,Rahool Mukherjee,"['Amit Kumar Adhikari', 'Paran Bandopadhyay', 'Anjana Basu', 'Lily Chakravarty']",1764
553,Samajavaragamana,2023,124,Drama,7.1,Ram Abbaraju,"['V.K. Naresh', 'Vennela Kishore', 'Koushik Mahata', 'Reba Monica John']",3368
554,Aaraattu,2022,167,Action,3.8,B. Unnikrishnan,"['Mohanlal', 'Nedumudi Venu', 'Vijayaraghavan', 'Siddique']",9519
555,Chhalla Mud Ke Nahi Aya,2022,138,Drama,8.0,Amrinder Gill,"['Amrinder Gill', 'Sargun Mehta', 'Sydney Eberwein', 'Binnu Dhillon']",973
556,Middle Class Love,2022,122,Comedy,6.0,Ratnaa Sinha,"['Prit Kamani', 'Eisha Singh', 'Kavya Thapar', 'Manoj Pahwa']",564
557,I Wish,2023,129,Comedy,9.3,Nidhi Purohit Joshi,"['Jeet Anand', 'Mehul Buch', 'Monal Gajjar', 'Rishi Jani']",534
558,Junior,2023,120,Action,7.1,Harman Dhillon,"['Kabir Bedi', 'Amiek Virk', 'Kabir Singh', 'Srishti Jain']",3368
559,Pyara Kulhad,2023,122,Romance,9.2,Abhishek Chadha,"['Manas Nagulapalli', 'Apsara Rani', 'Anita Sahgal', 'Jabbar Akram']",11
560,Pawankhind,2022,153,Action,8.4,Digpal Lanjekar,"['Mrinal Kulkarni', 'Chinmay Mandlekar', 'Sameer Dharmadhikari', 'Ajay Purkar']",7762
561,All India Rank,2023,94,Comedy,8.0,Varun Grover,"['Shashi Bhushan', 'Sheeba Chaddha', 'Bodhisattva Sharma', 'Geeta Agrawal Sharma']",23
562,Icon,2022,120,Action,7.1,Venu Sriram,"['Allu Arjun', 'Pooja Hegde', 'Krithi Shetty', 'Koushik Mahata']",3368
563,Kacher Manush,2022,135,Drama,7.0,Pathikrit Basu,"['Tulika Basu', 'Raja Bhattacharya', 'Prasenjit Chatterjee', 'Susmita Chatterjee']",731
564,Perfume,2022,123,Drama,3.4,Kaniha,"['Kaniha', 'Prathap Pothen', 'Praveena', 'Tini Tom']",22
565,Ellaam Mela Irukuravan Paathuppan,2023,131,Drama,5.8,U. Kaviraj,"['Bijesh Nagesh', 'Aari Arujunan', 'Shaashvi Bala', 'Bagavathi Perumal']",38
566,Hello Meera,2023,93,Drama,8.5,Kakarla Srinivasu,"['Kakarla Srinivasu', 'Gargeyi Yellapragada']",1594
567,Main Te Bapu,2022,102,Comedy,7.0,Uday Pratap Singh,"['Aman Bhogal', 'Sukhwinder Chahal', 'Sunita Dhir', 'Rose J. Kaur']",100
568,Ek Tha Hero,2023,120,Drama,7.7,Yogesh Pagare,"['Govardhan Asrani', 'Parag Dwarkadas Dawda', 'Naran Devath', 'Monil Dhakan']",24
569,Lucky Man,2022,155,Fantasy,7.4,Nagendra Prasad,"['Puneeth Rajkumar', 'Darling Krishna', 'Sangeetha Sringeri', 'Roshni Prakash']",593
570,Atithi Devobhava,2022,133,Drama,6.0,Polimera Nageshwar,"['Aadi', 'Aadarsh Balakrishna', 'Raghu Kumar Karumanchi', 'Kamal Teja Narla']",766
571,Sembi,2022,140,Drama,7.6,Prabu Solomon,"['Kovai Sarala', 'Mullai Arasi', 'Gnanasambandam Gurunathan', 'Pala Karuppaiah']",1684
572,Jungle Cry,2022,117,Drama,7.3,Sagar Ballary,"['Abhay Deol', 'Emily Shah', 'Steve Aldis', 'Rhys ap William']",5889
573,Metro.... In Dino,2023,120,Drama,7.1,Anurag Basu,"['Ali Fazal', 'Sara Ali Khan', 'Anupam Kher', 'Pankaj Tripathi']",3368
574,Ballabhpurer Roopkotha,2022,136,Comedy,8.1,Anirban Bhattacharya,"['Satyam Bhattacharya', 'Surangana Banerjee', 'Debraj Bhattacharya', 'Shyamal Chakraborty']",1187
575,Saturday Night,2022,133,Comedy,2.6,Rosshan Andrrews,"['Nivin Pauly', 'Aju Varghese', 'Grace Antony', 'Siju Wilson']",1302
576,Yugi,2022,131,Drama,6.4,Zac Harriss,"['Anandhi', 'Aarti Desai', 'Kathir', 'Pavithra Lakshmi']",184
577,Penthouse,2023,120,Crime,7.1,Abbas Alibhai Burmawalla,"['Mouni Roy', ""Waluscha D'Souza"", 'Bobby Deol', 'Arjun Rampal']",3368
578,Nonte Fonte,2023,117,Comedy,1.6,Anirban Chakraborty,"['Krishna Banerjee', 'Paran Banerjee', 'Biswajit Chakraborty', 'Amlan Majumdar']",35
579,Revenge,2023,102,Action,7.1,Rettadi Shrinivas,"['Babu Pedapudi', 'Neha Pandey', 'Bhargav', 'Geeta Singh']",3368
580,The Y,2023,110,Horror,6.1,Girideva Raaj,"['Yuvan Hariharan', 'Leonilla', 'Apsara', 'Chethan A']",2042
581,Oye Makhna,2022,127,Romance,6.2,Simerjit Singh,"['Ammy Virk', 'Tania', 'Guggu Gill', 'Siddhika Sharma']",154
582,Gulu Gulu,2022,148,Comedy,5.9,Rathna Kumar,"['Santhanam', 'Athulya Chandra', 'Pradeep Singh Rawat', 'George Maryan']",976
583,Bloody Mary,2022,91,Crime,6.1,Chandoo Mondeti,"['Ajay', 'Brahmaji', 'Rajkumar Kasireddy', 'Kireeti']",245
584,Teri Meri Gal Ban Gayi,2022,144,Drama,6.7,Preeti Sapru,"['Guggu Gill', 'Rubina Bajwa', 'Karamjit Anmol', 'Ajay Kumar Nain']",64
585,Ram,2023,120,Action,7.1,Jeethu Joseph,"['Samyuktha Menon', 'Trisha Krishnan', 'Mohanlal', 'Adil Hussain']",3368
586,Rabia and Olivia,2023,86,Drama,6.9,Shadab Khan,"['Sheeba Chaddha', 'Nayab Khan', 'Helena Prinzen-Klages', 'Mustafa Sheikh']",1107
587,Fatwa,2022,120,Romance,9.1,Pratik Gautam,"['Pratik Gautam', 'Shraddha Bhagat', 'Nagesh Bhonsle', 'Chhaya Kadam']",36
588,Freedom Fight,2022,152,Drama,7.5,Akhil Anilkumar,"['Joju George', 'Rohini', 'Rajisha Vijayan', 'Josey Sijo']",832
589,Aay Khuku Aay,2022,128,Drama,7.2,Sauvik Kundu,"['Prasenjit Chatterjee', 'Ditipriya Roy', 'Rafiath Rashid Mithila', 'Korak Samanta']",182
590,Varayan,2022,143,Action,5.3,Jijo Joseph,"['Siju Wilson', 'Maniyanpilla Raju', 'Jayashankar', 'Vijayaraghavan']",955
591,Noah's Ark,2023,120,Animation,7.1,Sergio Machado,"['Sergio Machado', 'René Veilleux', 'Marcelo Adnet']",3368
592,Itlu Maredumilli Prajaneekam,2022,122,Drama,7.0,A.R. Mohan,"['Anandhi', 'Keshavdeepak Ballari', 'Vennela Kishore', 'Charan Kurugonda']",541
593,Ekda Kaay Zala,2022,130,Drama,8.0,Saleel Kulkarni,"['Sumeet Raghavan', 'Urmilla Kanetkar Kothare', 'Arjun Purnapatre', 'Mohan Agashe']",164
594,Shesh Pata,2023,125,Drama,9.0,Atanu Ghosh,"['Rayati Bhattacharya', 'Prasenjit Chatterjee', 'Vikram Chatterjee', 'Gargi Roy Chowdhury']",53
595,Sri,2023,120,Biography,7.1,Tushar Hiranandani,"['Alaya F', 'Rajkummar Rao', 'Sharad Kelkar', 'Jyotika']",3368
596,#Mute,2023,109,Thriller,8.6,Prashantt Chandraah,"['Archana Jois', 'Sidhaartha Maadhyamika', 'Aadukalam Naren', 'Tejus Venkatesh']",89
597,Panchatantram,2022,141,Drama,7.6,Harsha Pulipaka,"['Naresh Agastya', 'Aadarsh Balakrishna', 'Brahmanandam', 'Shivathmika Rajashekar']",654
598,Head Bush,2022,138,Action,6.3,Shoonya,"['Dhananjaya', 'Payal Rajput', 'Yogesh', 'Sruthi Hariharan']",1190
599,Chhipkali,2023,119,Drama,6.7,Koushik Kar,"['Yashpal Sharma', 'Yogesh Bhardwaj', 'Tannistha Biswas', 'Bob Bonnerjee']",10
600,Holy Wound,2022,120,Romance,6.3,Ashok R. Nath,"['Ashok R. Nath', 'Amrita', 'Sabu Praudeen', 'Janaki Sudheer']",17
601,Teri Khata,2022,120,Drama,7.1,Prashant Kumar Giri,"['Abhik Benazir', 'Ram Kumar Singh Bhadouria', 'Ravi Bhatia', 'Manish Chawla']",3368
602,Bommai Nayagi,2023,123,Drama,7.6,Shan,"['Yogi Babu', 'Srimathi', 'G.M. Kumar', 'S.S. Stanley']",410
603,Naalam Mura,2022,108,Thriller,6.0,Deepu Anthikkad,"['Biju Menon', 'Guru Somasundaram', 'Alencier Ley Lopez', 'Alexander Prasanth']",757
604,Snowman,2022,79,Action,3.4,Aman Khatkar,"['Neeru Bajwa', 'Arshi Khatkar', 'Jazzy B.', 'Rana Ranbir']",152
605,South Indian Hero,2023,156,Drama,9.2,Naresh Kumar,"['Amith', 'Anoop Aryan', 'Nagaraj Bhat', 'Yograj Bhat']",256
